X,Y,Z
908.0,30.0,-588.0
914.0,32.0,-574.0
912.0,14.0,-582.0
904.0,24.0,-585.0
884.0,14.0,-594.0
904.0,14.0,-593.0
904.0,24.0,-575.0
906.0,36.0,-576.0
922.0,28.0,-592.0
894.0,20.0,-586.0
900.0,18.0,-585.0
894.0,12.0,-586.0
916.0,10.0,-584.0
914.0,18.0,-592.0
918.0,16.0,-589.0
920.0,14.0,-585.0
920.0,14.0,-587.0
908.0,24.0,-565.0
912.0,34.0,-568.0
920.0,36.0,-574.0
908.0,26.0,-570.0
908.0,34.0,-567.0
902.0,34.0,-572.0
906.0,28.0,-584.0
914.0,16.0,-564.0
902.0,28.0,-576.0
898.0,44.0,-569.0
902.0,24.0,-584.0
908.0,26.0,-597.0
898.0,32.0,-600.0
902.0,20.0,-571.0
900.0,12.0,-586.0
896.0,18.0,-593.0
904.0,28.0,-583.0
896.0,6.0,-602.0
898.0,20.0,-572.0
900.0,28.0,-587.0
876.0,32.0,-549.0
888.0,22.0,-570.0
884.0,22.0,-589.0
892.0,26.0,-588.0
900.0,28.0,-588.0
914.0,20.0,-583.0
902.0,20.0,-588.0
896.0,20.0,-606.0
886.0,44.0,-596.0
894.0,22.0,-601.0
892.0,32.0,-604.0
902.0,36.0,-580.0
904.0,32.0,-582.0
914.0,26.0,-582.0
898.0,18.0,-578.0
902.0,20.0,-601.0
904.0,16.0,-590.0
904.0,22.0,-579.0
910.0,22.0,-564.0
912.0,20.0,-569.0
900.0,24.0,-606.0
904.0,16.0,-568.0
894.0,12.0,-585.0
888.0,26.0,-585.0
902.0,14.0,-584.0
902.0,32.0,-563.0
902.0,14.0,-588.0
898.0,16.0,-578.0
908.0,28.0,-561.0
902.0,12.0,-588.0
884.0,24.0,-590.0
894.0,18.0,-593.0
912.0,26.0,-588.0
892.0,26.0,-574.0
908.0,36.0,-582.0
896.0,34.0,-593.0
898.0,22.0,-581.0
898.0,24.0,-577.0
902.0,42.0,-598.0
892.0,28.0,-585.0
902.0,42.0,-595.0
910.0,18.0,-585.0
906.0,26.0,-582.0
910.0,30.0,-595.0
902.0,40.0,-581.0
916.0,38.0,-596.0
916.0,34.0,-600.0
898.0,38.0,-606.0
894.0,24.0,-583.0
894.0,22.0,-591.0
894.0,26.0,-569.0
916.0,36.0,-568.0
912.0,46.0,-580.0
926.0,26.0,-580.0
896.0,24.0,-571.0
890.0,32.0,-573.0
894.0,22.0,-577.0
904.0,30.0,-584.0
908.0,28.0,-577.0
914.0,16.0,-571.0
914.0,20.0,-591.0
908.0,30.0,-596.0
908.0,22.0,-589.0
914.0,24.0,-569.0
916.0,18.0,-575.0
898.0,26.0,-583.0
908.0,28.0,-574.0
900.0,36.0,-578.0
900.0,38.0,-586.0
914.0,20.0,-581.0
894.0,24.0,-570.0
908.0,14.0,-587.0
926.0,16.0,-595.0
896.0,10.0,-573.0
904.0,18.0,-567.0
908.0,18.0,-581.0
908.0,34.0,-589.0
896.0,26.0,-571.0
898.0,16.0,-589.0
904.0,34.0,-577.0
902.0,28.0,-582.0
900.0,32.0,-581.0
898.0,22.0,-578.0
896.0,32.0,-576.0
902.0,28.0,-589.0
916.0,24.0,-591.0
910.0,24.0,-589.0
896.0,42.0,-575.0
910.0,34.0,-598.0
904.0,12.0,-585.0
908.0,30.0,-588.0
898.0,26.0,-593.0
904.0,24.0,-578.0
912.0,32.0,-592.0
902.0,26.0,-596.0
890.0,14.0,-577.0
890.0,24.0,-566.0
898.0,24.0,-555.0
904.0,24.0,-593.0
896.0,22.0,-597.0
912.0,-2.0,-572.0
902.0,14.0,-562.0
898.0,20.0,-559.0
906.0,22.0,-588.0
910.0,12.0,-564.0
906.0,30.0,-575.0
918.0,16.0,-567.0
894.0,18.0,-584.0
900.0,28.0,-577.0
906.0,24.0,-591.0
906.0,36.0,-568.0
908.0,32.0,-563.0
912.0,22.0,-579.0
918.0,22.0,-599.0
904.0,22.0,-572.0
906.0,16.0,-563.0
906.0,24.0,-583.0
906.0,34.0,-584.0
918.0,24.0,-551.0
898.0,30.0,-580.0
902.0,22.0,-582.0
908.0,22.0,-585.0
924.0,20.0,-564.0
910.0,30.0,-575.0
906.0,32.0,-599.0
912.0,10.0,-575.0
908.0,14.0,-553.0
908.0,28.0,-583.0
906.0,18.0,-575.0
910.0,20.0,-582.0
908.0,20.0,-585.0
912.0,18.0,-582.0
908.0,24.0,-569.0
906.0,32.0,-596.0
902.0,44.0,-593.0
906.0,38.0,-540.0
906.0,28.0,-599.0
912.0,22.0,-576.0
894.0,14.0,-580.0
914.0,26.0,-574.0
900.0,10.0,-579.0
916.0,22.0,-577.0
916.0,20.0,-592.0
910.0,26.0,-572.0
912.0,30.0,-596.0
902.0,34.0,-594.0
920.0,22.0,-568.0
896.0,8.0,-573.0
896.0,26.0,-581.0
900.0,38.0,-589.0
914.0,22.0,-564.0
898.0,28.0,-574.0
892.0,24.0,-585.0
908.0,36.0,-601.0
910.0,18.0,-601.0
900.0,-24.0,-598.0
906.0,24.0,-572.0
902.0,32.0,-568.0
902.0,30.0,-573.0
904.0,30.0,-561.0
896.0,24.0,-569.0
906.0,32.0,-592.0
904.0,8.0,-579.0
906.0,28.0,-587.0
886.0,22.0,-573.0
908.0,28.0,-599.0
898.0,8.0,-595.0
916.0,20.0,-578.0
908.0,42.0,-575.0
906.0,22.0,-597.0
896.0,28.0,-601.0
886.0,10.0,-606.0
886.0,18.0,-587.0
888.0,24.0,-594.0
910.0,6.0,-579.0
898.0,18.0,-583.0
900.0,28.0,-583.0
906.0,-4.0,-582.0
904.0,2.0,-586.0
896.0,14.0,-590.0
914.0,20.0,-577.0
908.0,30.0,-566.0
914.0,14.0,-594.0
906.0,28.0,-583.0
904.0,26.0,-591.0
902.0,28.0,-582.0
900.0,28.0,-582.0
902.0,28.0,-584.0
910.0,30.0,-584.0
908.0,28.0,-595.0
904.0,40.0,-578.0
896.0,36.0,-568.0
914.0,44.0,-578.0
904.0,36.0,-593.0
898.0,38.0,-599.0
904.0,34.0,-588.0
898.0,32.0,-604.0
902.0,40.0,-585.0
912.0,24.0,-592.0
910.0,26.0,-605.0
888.0,28.0,-586.0
892.0,40.0,-600.0
912.0,36.0,-586.0
902.0,28.0,-581.0
916.0,30.0,-586.0
894.0,14.0,-591.0
930.0,36.0,-594.0
892.0,30.0,-590.0
884.0,20.0,-585.0
900.0,40.0,-589.0
904.0,22.0,-581.0
904.0,32.0,-593.0
900.0,28.0,-582.0
908.0,30.0,-599.0
900.0,30.0,-599.0
918.0,34.0,-584.0
910.0,40.0,-582.0
916.0,36.0,-595.0
914.0,22.0,-553.0
916.0,36.0,-597.0
912.0,32.0,-587.0
902.0,38.0,-584.0
908.0,26.0,-602.0
904.0,32.0,-596.0
904.0,36.0,-587.0
914.0,34.0,-583.0
892.0,40.0,-595.0
898.0,20.0,-596.0
914.0,30.0,-588.0
896.0,32.0,-576.0
906.0,24.0,-586.0
900.0,30.0,-586.0
904.0,22.0,-573.0
904.0,24.0,-572.0
912.0,32.0,-596.0
904.0,34.0,-583.0
908.0,58.0,-563.0
908.0,22.0,-576.0
916.0,34.0,-591.0
908.0,34.0,-604.0
910.0,40.0,-588.0
908.0,32.0,-593.0
898.0,18.0,-581.0
898.0,34.0,-572.0
910.0,28.0,-579.0
900.0,26.0,-590.0
920.0,24.0,-581.0
906.0,32.0,-572.0
912.0,26.0,-575.0
910.0,44.0,-585.0
900.0,44.0,-589.0
904.0,24.0,-585.0
904.0,24.0,-591.0
904.0,38.0,-572.0
904.0,38.0,-598.0
896.0,30.0,-570.0
918.0,28.0,-586.0
906.0,26.0,-594.0
912.0,28.0,-576.0
904.0,10.0,-583.0
910.0,32.0,-596.0
896.0,34.0,-573.0
894.0,16.0,-577.0
920.0,30.0,-586.0
908.0,26.0,-602.0
892.0,34.0,-610.0
914.0,28.0,-597.0
912.0,36.0,-579.0
906.0,38.0,-566.0
894.0,26.0,-605.0
900.0,26.0,-586.0
910.0,20.0,-611.0
902.0,34.0,-602.0
904.0,30.0,-591.0
896.0,36.0,-595.0
896.0,30.0,-585.0
904.0,36.0,-617.0
894.0,22.0,-593.0
908.0,34.0,-589.0
898.0,48.0,-586.0
894.0,34.0,-590.0
900.0,8.0,-598.0
908.0,42.0,-593.0
892.0,32.0,-593.0
912.0,34.0,-585.0
902.0,28.0,-575.0
916.0,32.0,-593.0
904.0,40.0,-578.0
904.0,28.0,-604.0
926.0,40.0,-596.0
904.0,28.0,-586.0
900.0,28.0,-579.0
908.0,28.0,-608.0
898.0,38.0,-588.0
892.0,28.0,-598.0
904.0,22.0,-600.0
908.0,30.0,-598.0
906.0,16.0,-588.0
908.0,26.0,-598.0
904.0,14.0,-594.0
910.0,16.0,-609.0
904.0,16.0,-578.0
912.0,16.0,-562.0
900.0,36.0,-577.0
916.0,38.0,-591.0
912.0,22.0,-588.0
920.0,16.0,-607.0
914.0,18.0,-579.0
906.0,14.0,-606.0
906.0,20.0,-583.0
892.0,34.0,-587.0
916.0,20.0,-610.0
918.0,22.0,-574.0
908.0,46.0,-587.0
904.0,32.0,-592.0
916.0,32.0,-567.0
900.0,24.0,-601.0
890.0,16.0,-558.0
896.0,28.0,-583.0
898.0,20.0,-572.0
898.0,24.0,-584.0
906.0,36.0,-574.0
914.0,32.0,-575.0
892.0,28.0,-582.0
916.0,26.0,-581.0
912.0,26.0,-581.0
918.0,14.0,-580.0
914.0,20.0,-597.0
900.0,16.0,-580.0
912.0,26.0,-579.0
912.0,32.0,-585.0
914.0,16.0,-580.0
910.0,32.0,-582.0
896.0,16.0,-589.0
902.0,22.0,-602.0
904.0,28.0,-567.0
912.0,14.0,-576.0
914.0,30.0,-600.0
910.0,36.0,-597.0
900.0,34.0,-575.0
906.0,24.0,-574.0
908.0,32.0,-594.0
916.0,32.0,-599.0
910.0,26.0,-584.0
902.0,40.0,-610.0
898.0,26.0,-579.0
902.0,24.0,-604.0
910.0,30.0,-586.0
900.0,32.0,-599.0
900.0,24.0,-575.0
888.0,26.0,-574.0
900.0,40.0,-603.0
906.0,26.0,-593.0
898.0,18.0,-600.0
912.0,32.0,-579.0
908.0,26.0,-588.0
904.0,22.0,-571.0
886.0,24.0,-575.0
902.0,32.0,-580.0
900.0,26.0,-578.0
902.0,28.0,-577.0
910.0,26.0,-572.0
904.0,32.0,-571.0
916.0,36.0,-582.0
922.0,30.0,-569.0
900.0,22.0,-582.0
896.0,26.0,-579.0
922.0,38.0,-574.0
908.0,40.0,-601.0
908.0,28.0,-576.0
918.0,12.0,-597.0
906.0,22.0,-594.0
914.0,8.0,-599.0
894.0,14.0,-587.0
902.0,20.0,-591.0
900.0,28.0,-585.0
916.0,16.0,-591.0
902.0,38.0,-595.0
918.0,24.0,-607.0
896.0,20.0,-591.0
906.0,14.0,-593.0
898.0,22.0,-608.0
896.0,32.0,-592.0
914.0,18.0,-608.0
900.0,32.0,-576.0
912.0,8.0,-573.0
908.0,22.0,-586.0
906.0,14.0,-592.0
912.0,24.0,-589.0
902.0,28.0,-608.0
902.0,22.0,-590.0
900.0,30.0,-580.0
908.0,18.0,-568.0
898.0,36.0,-595.0
914.0,36.0,-583.0
906.0,26.0,-575.0
898.0,24.0,-576.0
886.0,32.0,-577.0
896.0,26.0,-592.0
910.0,38.0,-585.0
902.0,30.0,-599.0
906.0,26.0,-591.0
904.0,20.0,-568.0
906.0,26.0,-589.0
902.0,30.0,-602.0
906.0,20.0,-581.0
896.0,26.0,-585.0
900.0,20.0,-590.0
906.0,20.0,-591.0
896.0,24.0,-589.0
912.0,14.0,-588.0
910.0,32.0,-582.0
904.0,28.0,-578.0
894.0,32.0,-565.0
906.0,26.0,-582.0
906.0,24.0,-582.0
908.0,36.0,-567.0
910.0,32.0,-593.0
908.0,34.0,-588.0
896.0,32.0,-605.0
890.0,24.0,-605.0
898.0,22.0,-608.0
908.0,30.0,-575.0
900.0,42.0,-586.0
900.0,28.0,-584.0
910.0,32.0,-580.0
904.0,26.0,-594.0
902.0,22.0,-583.0
900.0,22.0,-577.0
910.0,40.0,-583.0
904.0,42.0,-576.0
902.0,26.0,-579.0
906.0,34.0,-591.0
908.0,26.0,-579.0
918.0,20.0,-581.0
900.0,18.0,-575.0
914.0,40.0,-575.0
910.0,28.0,-572.0
910.0,26.0,-581.0
918.0,16.0,-586.0
914.0,38.0,-599.0
910.0,30.0,-591.0
898.0,26.0,-572.0
906.0,14.0,-586.0
908.0,10.0,-557.0
908.0,18.0,-586.0
910.0,26.0,-559.0
912.0,22.0,-589.0
906.0,22.0,-590.0
906.0,28.0,-583.0
918.0,34.0,-593.0
896.0,40.0,-597.0
912.0,28.0,-585.0
914.0,34.0,-588.0
922.0,26.0,-598.0
904.0,8.0,-594.0
906.0,30.0,-570.0
894.0,30.0,-592.0
910.0,14.0,-591.0
906.0,24.0,-594.0
898.0,30.0,-585.0
890.0,32.0,-598.0
898.0,34.0,-594.0
904.0,22.0,-593.0
914.0,22.0,-582.0
920.0,18.0,-589.0
894.0,22.0,-599.0
898.0,36.0,-613.0
908.0,26.0,-595.0
912.0,28.0,-584.0
904.0,18.0,-588.0
912.0,26.0,-586.0
910.0,20.0,-605.0
896.0,20.0,-585.0
900.0,22.0,-572.0
894.0,18.0,-588.0
898.0,26.0,-568.0
910.0,18.0,-571.0
898.0,24.0,-591.0
914.0,10.0,-582.0
914.0,28.0,-593.0
908.0,18.0,-591.0
912.0,34.0,-561.0
906.0,18.0,-592.0
912.0,34.0,-590.0
914.0,28.0,-584.0
912.0,32.0,-575.0
914.0,32.0,-576.0
906.0,36.0,-557.0
916.0,24.0,-566.0
904.0,30.0,-584.0
900.0,20.0,-545.0
908.0,16.0,-570.0
898.0,32.0,-587.0
892.0,28.0,-595.0
906.0,10.0,-579.0
916.0,26.0,-595.0
914.0,30.0,-575.0
902.0,20.0,-574.0
902.0,28.0,-575.0
898.0,18.0,-578.0
906.0,30.0,-588.0
904.0,12.0,-606.0
908.0,24.0,-602.0
908.0,22.0,-575.0
898.0,28.0,-591.0
916.0,34.0,-600.0
912.0,34.0,-584.0
896.0,16.0,-587.0
914.0,28.0,-560.0
900.0,28.0,-599.0
902.0,26.0,-581.0
904.0,20.0,-606.0
906.0,12.0,-582.0
894.0,26.0,-576.0
894.0,26.0,-573.0
892.0,44.0,-574.0
916.0,26.0,-587.0
900.0,20.0,-586.0
902.0,12.0,-589.0
898.0,46.0,-609.0
908.0,34.0,-578.0
910.0,42.0,-602.0
910.0,20.0,-578.0
894.0,34.0,-602.0
910.0,24.0,-568.0
908.0,20.0,-584.0
896.0,38.0,-601.0
910.0,30.0,-588.0
906.0,40.0,-595.0
898.0,26.0,-614.0
918.0,22.0,-606.0
904.0,26.0,-596.0
910.0,42.0,-598.0
920.0,32.0,-575.0
900.0,36.0,-588.0
914.0,14.0,-585.0
898.0,32.0,-577.0
906.0,32.0,-600.0
920.0,22.0,-583.0
892.0,18.0,-591.0
906.0,24.0,-581.0
912.0,18.0,-589.0
912.0,38.0,-580.0
898.0,32.0,-582.0
888.0,46.0,-594.0
902.0,42.0,-590.0
904.0,28.0,-588.0
900.0,26.0,-587.0
910.0,38.0,-596.0
914.0,18.0,-583.0
908.0,34.0,-579.0
912.0,28.0,-573.0
906.0,26.0,-577.0
898.0,38.0,-588.0
906.0,32.0,-593.0
914.0,40.0,-585.0
912.0,12.0,-586.0
896.0,30.0,-583.0
900.0,26.0,-598.0
908.0,22.0,-582.0
908.0,22.0,-599.0
920.0,38.0,-592.0
900.0,38.0,-597.0
902.0,18.0,-590.0
902.0,28.0,-573.0
900.0,24.0,-604.0
908.0,24.0,-592.0
904.0,26.0,-582.0
894.0,38.0,-602.0
900.0,24.0,-582.0
898.0,28.0,-580.0
920.0,42.0,-594.0
894.0,16.0,-584.0
902.0,36.0,-568.0
900.0,54.0,-589.0
902.0,42.0,-579.0
902.0,32.0,-572.0
912.0,32.0,-615.0
916.0,40.0,-600.0
904.0,36.0,-588.0
918.0,20.0,-604.0
914.0,20.0,-599.0
916.0,36.0,-606.0
902.0,26.0,-590.0
916.0,40.0,-569.0
908.0,40.0,-580.0
912.0,36.0,-593.0
898.0,16.0,-597.0
912.0,36.0,-608.0
904.0,26.0,-597.0
896.0,40.0,-574.0
906.0,36.0,-593.0
902.0,34.0,-562.0
918.0,16.0,-592.0
914.0,32.0,-584.0
906.0,34.0,-586.0
916.0,30.0,-582.0
910.0,28.0,-578.0
908.0,26.0,-578.0
914.0,20.0,-591.0
904.0,12.0,-595.0
920.0,8.0,-599.0
914.0,26.0,-600.0
916.0,24.0,-593.0
902.0,14.0,-596.0
902.0,18.0,-572.0
904.0,20.0,-580.0
904.0,36.0,-579.0
906.0,28.0,-587.0
898.0,36.0,-553.0
900.0,32.0,-586.0
900.0,38.0,-587.0
900.0,22.0,-593.0
902.0,38.0,-588.0
908.0,24.0,-567.0
912.0,26.0,-583.0
908.0,18.0,-598.0
914.0,38.0,-587.0
916.0,18.0,-590.0
900.0,28.0,-577.0
906.0,34.0,-590.0
896.0,22.0,-585.0
894.0,46.0,-604.0
904.0,34.0,-614.0
920.0,32.0,-597.0
910.0,16.0,-583.0
902.0,24.0,-592.0
902.0,38.0,-580.0
904.0,26.0,-610.0
904.0,40.0,-590.0
906.0,30.0,-584.0
906.0,40.0,-583.0
910.0,20.0,-581.0
916.0,12.0,-591.0
922.0,32.0,-597.0
904.0,36.0,-572.0
902.0,24.0,-576.0
904.0,26.0,-583.0
900.0,18.0,-577.0
906.0,14.0,-586.0
902.0,26.0,-591.0
906.0,26.0,-591.0
900.0,22.0,-588.0
896.0,34.0,-584.0
906.0,34.0,-592.0
904.0,24.0,-580.0
910.0,28.0,-582.0
910.0,22.0,-585.0
914.0,36.0,-577.0
912.0,22.0,-589.0
904.0,24.0,-589.0
904.0,14.0,-586.0
904.0,30.0,-598.0
908.0,26.0,-577.0
896.0,28.0,-598.0
916.0,36.0,-589.0
894.0,28.0,-607.0
900.0,14.0,-582.0
898.0,24.0,-599.0
910.0,20.0,-578.0
898.0,22.0,-599.0
900.0,22.0,-589.0
902.0,28.0,-597.0
902.0,40.0,-574.0
900.0,26.0,-580.0
902.0,22.0,-582.0
908.0,18.0,-576.0
906.0,26.0,-557.0
902.0,32.0,-575.0
906.0,30.0,-579.0
904.0,28.0,-578.0
918.0,20.0,-590.0
910.0,24.0,-583.0
892.0,38.0,-565.0
900.0,30.0,-592.0
900.0,22.0,-579.0
906.0,20.0,-572.0
900.0,30.0,-573.0
916.0,26.0,-573.0
922.0,24.0,-577.0
916.0,26.0,-596.0
904.0,32.0,-582.0
912.0,16.0,-567.0
900.0,40.0,-587.0
914.0,28.0,-569.0
910.0,30.0,-589.0
916.0,36.0,-586.0
906.0,40.0,-592.0
920.0,24.0,-604.0
916.0,30.0,-583.0
916.0,32.0,-598.0
910.0,24.0,-589.0
906.0,38.0,-607.0
916.0,38.0,-590.0
908.0,16.0,-599.0
910.0,34.0,-601.0
906.0,32.0,-599.0
924.0,30.0,-572.0
912.0,36.0,-596.0
922.0,30.0,-588.0
920.0,28.0,-591.0
914.0,30.0,-583.0
914.0,32.0,-584.0
904.0,18.0,-581.0
916.0,22.0,-596.0
902.0,40.0,-605.0
904.0,30.0,-584.0
908.0,28.0,-574.0
898.0,38.0,-614.0
898.0,38.0,-589.0
916.0,28.0,-592.0
916.0,32.0,-569.0
912.0,36.0,-577.0
916.0,32.0,-590.0
916.0,10.0,-597.0
904.0,36.0,-583.0
910.0,40.0,-604.0
910.0,36.0,-612.0
896.0,30.0,-600.0
918.0,28.0,-593.0
908.0,34.0,-593.0
902.0,32.0,-587.0
906.0,22.0,-596.0
894.0,14.0,-591.0
900.0,28.0,-576.0
898.0,24.0,-586.0
902.0,26.0,-571.0
904.0,32.0,-582.0
896.0,24.0,-588.0
900.0,30.0,-592.0
902.0,28.0,-581.0
896.0,38.0,-605.0
894.0,42.0,-589.0
896.0,24.0,-578.0
896.0,28.0,-576.0
902.0,36.0,-588.0
900.0,30.0,-597.0
900.0,26.0,-590.0
900.0,26.0,-571.0
896.0,20.0,-580.0
904.0,34.0,-565.0
902.0,26.0,-563.0
910.0,30.0,-585.0
896.0,34.0,-579.0
902.0,32.0,-576.0
898.0,30.0,-591.0
902.0,32.0,-577.0
902.0,12.0,-586.0
884.0,30.0,-582.0
896.0,38.0,-569.0
892.0,20.0,-572.0
888.0,28.0,-587.0
896.0,18.0,-573.0
894.0,28.0,-589.0
890.0,30.0,-578.0
902.0,30.0,-583.0
894.0,14.0,-579.0
894.0,22.0,-576.0
888.0,20.0,-602.0
898.0,18.0,-582.0
892.0,26.0,-578.0
896.0,18.0,-581.0
904.0,30.0,-571.0
890.0,24.0,-584.0
898.0,36.0,-604.0
896.0,26.0,-586.0
894.0,42.0,-584.0
898.0,24.0,-600.0
904.0,28.0,-593.0
896.0,12.0,-597.0
890.0,44.0,-614.0
896.0,32.0,-586.0
904.0,30.0,-589.0
922.0,20.0,-571.0
912.0,18.0,-585.0
888.0,24.0,-602.0
896.0,20.0,-578.0
908.0,38.0,-598.0
910.0,42.0,-571.0
898.0,28.0,-596.0
888.0,22.0,-583.0
904.0,40.0,-586.0
900.0,42.0,-585.0
900.0,32.0,-596.0
896.0,30.0,-577.0
902.0,16.0,-602.0
914.0,36.0,-577.0
906.0,28.0,-571.0
894.0,22.0,-590.0
888.0,28.0,-588.0
898.0,30.0,-584.0
900.0,26.0,-576.0
912.0,36.0,-594.0
898.0,24.0,-578.0
894.0,10.0,-595.0
906.0,28.0,-585.0
898.0,28.0,-587.0
900.0,24.0,-576.0
912.0,30.0,-574.0
900.0,28.0,-581.0
904.0,18.0,-569.0
918.0,26.0,-588.0
916.0,34.0,-594.0
934.0,20.0,-582.0
926.0,30.0,-591.0
914.0,12.0,-584.0
914.0,22.0,-585.0
920.0,20.0,-594.0
912.0,14.0,-580.0
916.0,30.0,-568.0
914.0,34.0,-568.0
916.0,22.0,-597.0
918.0,10.0,-595.0
912.0,12.0,-584.0
908.0,28.0,-607.0
908.0,34.0,-593.0
912.0,26.0,-596.0
920.0,28.0,-601.0
912.0,32.0,-598.0
910.0,22.0,-589.0
892.0,28.0,-577.0
914.0,8.0,-588.0
900.0,20.0,-576.0
916.0,26.0,-575.0
916.0,26.0,-583.0
900.0,26.0,-560.0
904.0,36.0,-602.0
912.0,36.0,-591.0
912.0,40.0,-586.0
912.0,26.0,-574.0
902.0,34.0,-606.0
908.0,28.0,-599.0
910.0,34.0,-590.0
910.0,26.0,-586.0
906.0,30.0,-575.0
902.0,32.0,-577.0
904.0,34.0,-582.0
916.0,24.0,-588.0
902.0,6.0,-584.0
890.0,30.0,-565.0
912.0,26.0,-565.0
898.0,34.0,-569.0
892.0,34.0,-590.0
912.0,26.0,-590.0
896.0,26.0,-577.0
904.0,30.0,-579.0
906.0,32.0,-589.0
894.0,26.0,-570.0
904.0,16.0,-582.0
896.0,36.0,-611.0
904.0,32.0,-579.0
900.0,38.0,-580.0
906.0,30.0,-597.0
908.0,18.0,-608.0
912.0,14.0,-590.0
894.0,26.0,-604.0
922.0,18.0,-599.0
902.0,34.0,-572.0
908.0,30.0,-578.0
892.0,32.0,-563.0
904.0,32.0,-570.0
910.0,34.0,-599.0
914.0,24.0,-607.0
902.0,22.0,-598.0
914.0,22.0,-590.0
918.0,26.0,-583.0
920.0,24.0,-589.0
912.0,20.0,-584.0
920.0,30.0,-570.0
916.0,12.0,-597.0
906.0,34.0,-564.0
902.0,26.0,-587.0
910.0,22.0,-575.0
890.0,42.0,-607.0
908.0,20.0,-575.0
912.0,26.0,-602.0
924.0,18.0,-603.0
922.0,20.0,-604.0
922.0,40.0,-593.0
908.0,12.0,-598.0
908.0,32.0,-591.0
910.0,24.0,-577.0
888.0,26.0,-607.0
916.0,42.0,-596.0
918.0,10.0,-579.0
914.0,32.0,-585.0
906.0,34.0,-597.0
906.0,22.0,-596.0
896.0,30.0,-588.0
920.0,30.0,-586.0
904.0,36.0,-590.0
906.0,24.0,-584.0
910.0,34.0,-593.0
898.0,10.0,-582.0
912.0,16.0,-579.0
894.0,32.0,-599.0
892.0,20.0,-589.0
902.0,24.0,-580.0
906.0,18.0,-585.0
906.0,22.0,-574.0
900.0,36.0,-576.0
902.0,24.0,-587.0
916.0,40.0,-583.0
900.0,36.0,-582.0
910.0,36.0,-577.0
910.0,26.0,-572.0
906.0,30.0,-568.0
904.0,36.0,-599.0
896.0,30.0,-595.0
914.0,32.0,-600.0
912.0,32.0,-585.0
904.0,26.0,-605.0
902.0,28.0,-594.0
894.0,34.0,-603.0
898.0,26.0,-599.0
912.0,30.0,-594.0
904.0,24.0,-577.0
908.0,44.0,-590.0
896.0,28.0,-597.0
906.0,24.0,-590.0
916.0,28.0,-596.0
920.0,28.0,-588.0
912.0,24.0,-586.0
904.0,36.0,-582.0
908.0,28.0,-597.0
914.0,24.0,-588.0
898.0,32.0,-570.0
912.0,30.0,-599.0
904.0,34.0,-581.0
900.0,42.0,-588.0
904.0,40.0,-586.0
898.0,28.0,-593.0
912.0,32.0,-592.0
896.0,48.0,-584.0
902.0,28.0,-575.0
902.0,20.0,-582.0
902.0,26.0,-606.0
918.0,24.0,-591.0
916.0,18.0,-595.0
918.0,26.0,-585.0
910.0,24.0,-621.0
892.0,20.0,-598.0
890.0,16.0,-573.0
904.0,18.0,-599.0
902.0,16.0,-592.0
906.0,28.0,-591.0
892.0,24.0,-612.0
900.0,28.0,-597.0
910.0,18.0,-576.0
908.0,18.0,-600.0
902.0,34.0,-594.0
914.0,16.0,-584.0
906.0,24.0,-592.0
886.0,20.0,-590.0
896.0,30.0,-586.0
904.0,22.0,-591.0
892.0,20.0,-583.0
904.0,24.0,-586.0
896.0,20.0,-587.0
912.0,18.0,-580.0
900.0,14.0,-597.0
888.0,22.0,-585.0
916.0,18.0,-594.0
912.0,20.0,-574.0
904.0,24.0,-592.0
896.0,20.0,-572.0
930.0,22.0,-594.0
902.0,28.0,-601.0
900.0,28.0,-581.0
914.0,26.0,-597.0
908.0,22.0,-572.0
902.0,10.0,-580.0
900.0,26.0,-590.0
910.0,24.0,-593.0
898.0,32.0,-589.0
910.0,44.0,-591.0
906.0,18.0,-592.0
904.0,26.0,-582.0
904.0,26.0,-585.0
920.0,12.0,-570.0
898.0,26.0,-566.0
902.0,38.0,-587.0
916.0,14.0,-598.0
914.0,44.0,-599.0
902.0,36.0,-561.0
912.0,36.0,-569.0
900.0,18.0,-592.0
912.0,14.0,-585.0
914.0,22.0,-586.0
898.0,20.0,-598.0
904.0,28.0,-586.0
920.0,42.0,-612.0
936.0,28.0,-579.0
888.0,16.0,-611.0
912.0,26.0,-590.0
894.0,28.0,-573.0
912.0,10.0,-578.0
908.0,18.0,-599.0
908.0,20.0,-576.0
916.0,32.0,-584.0
910.0,22.0,-588.0
910.0,14.0,-588.0
888.0,18.0,-584.0
904.0,12.0,-600.0
902.0,18.0,-588.0
894.0,22.0,-584.0
912.0,16.0,-591.0
908.0,28.0,-603.0
904.0,32.0,-573.0
912.0,26.0,-578.0
920.0,34.0,-577.0
918.0,24.0,-583.0
910.0,24.0,-584.0
904.0,20.0,-574.0
914.0,34.0,-563.0
924.0,10.0,-592.0
928.0,32.0,-586.0
926.0,24.0,-576.0
912.0,20.0,-605.0
912.0,24.0,-598.0
916.0,36.0,-602.0
902.0,28.0,-569.0
914.0,16.0,-574.0
912.0,32.0,-592.0
916.0,40.0,-582.0
912.0,28.0,-579.0
912.0,30.0,-582.0
910.0,30.0,-571.0
910.0,26.0,-596.0
906.0,34.0,-585.0
904.0,54.0,-587.0
904.0,34.0,-607.0
894.0,30.0,-572.0
908.0,12.0,-606.0
914.0,42.0,-589.0
902.0,20.0,-601.0
910.0,30.0,-583.0
900.0,28.0,-580.0
